Phrase,Frequency
المؤمنين الذين يعملون الصالحات أن,2
يعملون الصالحات أن لهم أجرا,2
ويبشر المؤمنين الذين يعملون الصالحات أن,2
بآية إلا,2
شيطان رجيم,2
في السماء بروجا,2
ويبشر المؤمنين الذين يعملون الصالحات أن لهم أجرا,2
وأن الذين,2
المؤمنين الذين يعملون الصالحات أن لهم أجرا,2
ويبشر المؤمنين الذين يعملون الصالحات أن لهم,2
الذين يعملون الصالحات أن لهم أجرا,2
ذلك هو الضلال البعيد,2
من الطيبات وفضلناهم على,2
في هذه الدنيا لعنة ويوم,2
ويأت بخلق جديد,2
الدنيا لعنة ويوم القيامة,2
قلوب المجرمين,2
أعرض عن هذا,2
كان لرسول أن,2
هذه الدنيا لعنة ويوم القيامة,2
يأتيهم من رسول إلا كانوا به يستهزئون,2
في هذه الدنيا لعنة ويوم القيامة,2
أن يأتي بآية,2
المؤمنين الذين يعملون الصالحات أن لهم,2
لرسول أن يأتي,2
لمن يشاء ويقدر إنه,2
إن يشأ يذهبكم ويأت,2
بذنوب عباده,2
عباده خبيرا,2
سنة الأولين,2
عليهم بابا,2
يعملون الصالحات أن لهم,2
بذنوب عباده خبيرا,2
لا يؤمنون به,2
هذه الدنيا لعنة ويوم,2
في هذه الدنيا لعنة,2
ورزقناهم من الطيبات وفضلناهم,2
في قلوب المجرمين,2
وأتبعوا في,2
إبراهيم بالبشرى قالوا,2
تسبق من أمة أجلها وما يستأخرون,2
ما تسبق من أمة أجلها وما,2
من أمة أجلها وما يستأخرون,2
الصيحة فأصبحوا في,2
فأصبحوا في ديارهم,2
ثم لا تجدوا,2
في ديارهم جاثمين,2
تسبق من أمة أجلها وما,2
توبوا إليه إن ربي,2
تجدوا لكم,2
لا تجدوا,2
في مرية منه,2
يذهبكم ويأت بخلق,2
ظلموا الصيحة فأصبحوا,2
الذين ظلموا الصيحة,2
الذين ظلموا الصيحة فأصبحوا,2
ظلموا الصيحة فأصبحوا في,2
ثم لا تجدوا لكم,2
الذين ظلموا الصيحة فأصبحوا في ديارهم جاثمين,2
أم أمنتم,2
من ذنوبكم ويؤخركم إلى أجل,2
ويقدر إنه,2
تارة أخرى,2
ظلموا الصيحة فأصبحوا في ديارهم جاثمين,2
لا تجدوا لكم,2
فأصبحوا في ديارهم جاثمين,2
الصيحة فأصبحوا في ديارهم,2
الذين ظلموا الصيحة فأصبحوا في,2
ظلموا الصيحة فأصبحوا في ديارهم,2
الذين ظلموا الصيحة فأصبحوا في ديارهم,2
الصيحة فأصبحوا في ديارهم جاثمين,2
ديارهم جاثمين,2
في ديارهم,2
وكان الشيطان,2
أمة أجلها وما,2
ظلموا الصيحة,2
أن يخسف بكم,2
ذا القربى حقه والمسكين وابن السبيل,2
أجلها وما يستأخرون,2
أو يرسل,2
فلما جاء أمرنا,2
القوي العزيز,2
لفي شك مما,2
ما يعبد آباؤنا,2
أن نعبد,2
مما تدعونا إليه,2
يخسف بكم,2
منه رحمة,2
القربى حقه والمسكين وابن السبيل,2
ذا القربى حقه والمسكين وابن,2
من أمة أجلها وما,2
مما تدعونا,2
من أمة أجلها,2
ثم توبوا إليه إن ربي,2
ما تسبق من أمة أجلها,2
أمة أجلها وما يستأخرون,2
الصيحة فأصبحوا,2
ذا القربى حقه والمسكين,2
حقه والمسكين وابن السبيل,2
ما تسبق من أمة,2
تدعونا إليه,2
القربى حقه والمسكين وابن,2
تسبق من أمة أجلها,2
يرسل عليكم حاصبا,2
عليكم حاصبا,2
ذنوبكم ويؤخركم إلى أجل مسمى,2
بالبشرى قالوا,2
إبراهيم بالبشرى,2
يأتيهم من رسول,2
أنشأكم من الأرض,2
جاءت رسلنا إبراهيم,2
رسلنا إبراهيم بالبشرى,2
الطيبات وفضلناهم على,2
أن يأتي بآية إلا,2
من الطيبات وفضلناهم,2
يأتي بآية إلا بإذن,2
بآية إلا بإذن الله,2
من الأحزاب,2
القربى حقه والمسكين,2
ويؤخركم إلى أجل مسمى,2
لكم من ذنوبكم ويؤخركم إلى أجل,2
كفروا ربهم ألا بعدا,2
من ذنوبكم ويؤخركم إلى أجل مسمى,2
والمسكين وابن,2
كفروا ربهم,2
جاءت رسلنا إبراهيم بالبشرى قالوا,2
قالوا سلاما,2
حقه والمسكين,2
أن جاء,2
ذا القربى حقه,2
رسلنا إبراهيم بالبشرى قالوا,2
ربهم ألا بعدا,2
لكم من ذنوبكم ويؤخركم إلى أجل مسمى,2
كفروا ربهم ألا,2
ما يعبد,2
جاءت رسلنا إبراهيم بالبشرى,2
رسول إلا كانوا,2
ولقد أرسلنا من قبلك,2
إنه الحق,2
والأرض مددناها,2
ويأت بخلق,2
كانوا إذا,2
وما كان لرسول أن يأتي,2
نحن نزلنا,2
والمسكين وابن السبيل,2
إنا نحن نزلنا,2
عليه الذكر,2
ما تسبق من أمة أجلها وما يستأخرون,2
يشأ يذهبكم ويأت,2
مرية منه,2
بخلق جديد,2
الطيبات وفضلناهم,2
يغنوا فيها ألا,2
فيها ألا,2
قبلك في,2
ثم توبوا إليه إن,2
سلاما قال سلام,2
ولقد أرسلنا من,2
يذهبكم ويأت,2
رسلنا إبراهيم,2
لكم من ذنوبكم ويؤخركم إلى,2
وفضلناهم على,2
توبوا إليه إن,2
أرسلنا من قبلك في,2
إنه الحق من,2
إليه إن ربي,2
من قبلك في,2
لم يغنوا فيها ألا,2
حقه والمسكين وابن,2
كأن لم يغنوا فيها ألا,2
القربى حقه,2
ويبشر المؤمنين,2
أحسن إن,2
والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها من,2
هي أحسن إن,2
مددناها وألقينا فيها رواسي وأنبتنا فيها من كل,2
والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها من كل,2
أنتم إلا بشر مثلنا,2
إن ربك هو أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,2
لهو خير,2
تحزن عليهم ولا,2
لا تجد لك,2
تبخسوا الناس أشياءهم ولا تعثوا في الأرض,2
وألقينا فيها رواسي وأنبتنا فيها من كل,2
بينة من ربه,2
ولا تحزن عليهم ولا,2
كان على بينة,2
عما كان,2
عما كان يعبد,2
إلا بإذن الله وعلى الله,2
نحيي ونميت,2
أفمن كان على,2
بإذن الله وعلى الله فليتوكل,2
ما صنعوا,2
إلا بإذن الله وعلى الله فليتوكل,2
وهم فيها لا,2
أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,2
بإذن الله وعلى الله,2
بإذن الله وعلى,2
وإن من شيء,2
ربك هو أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,2
وإن من شيء إلا,2
إلا بإذن الله وعلى,2
هو أعلم بمن ضل عن سبيله وهو أعلم بالمهتدين,2
مددناها وألقينا فيها رواسي وأنبتنا فيها من,2
ثم لا تجد,2
تبخسوا الناس أشياءهم ولا تعثوا في,2
وجعلناه هدى لبني إسرائيل,2
ولا تبخسوا الناس أشياءهم ولا تعثوا,2
الناس أشياءهم ولا تعثوا في الأرض,2
أشياءهم ولا تعثوا في الأرض مفسدين,2
ولا تبخسوا الناس أشياءهم ولا تعثوا في,2
مددناها وألقينا فيها رواسي وأنبتنا فيها,2
أفمن كان على بينة من,2
أشياءهم ولا تعثوا في الأرض,2
مع نوح,2
كان على بينة من ربه,2
مثل الجنة,2
حملنا مع,2
الناس أشياءهم ولا تعثوا في,2
تبخسوا الناس أشياءهم ولا تعثوا,2
وألقينا فيها رواسي وأنبتنا فيها من,2
فيها رواسي وأنبتنا فيها من كل,2
تجد لك,2
الله من واق,2
أفمن كان على بينة,2
إنه هو السميع البصير,2
والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها,2
من واق,2
من الله من واق,2
لهم من الله من واق,2
وجعلناه هدى لبني,2
هدى لبني إسرائيل,2
على بينة من ربه,2
هدى لبني,2
كان على بينة من,2
وجعلناه هدى,2
بإذن الله وعلى الله فليتوكل المؤمنون,2
بمن ضل عن سبيله وهو أعلم بالمهتدين,2
ولم يك,2
ضراء مسته ليقولن,2
ولا يزيد,2
وإذا أنعمنا,2
أنعمنا على,2
وما ظلمناهم ولكن كانوا,2
قصصنا عليك,2
إلا خسارا,2
هو كاذب,2
أرسلنا قبلك من,2
عليه توكلت وإليه أنيب,2
فأوحى إليهم,2
أقم الصلاة,2
بعد ضراء مسته ليقولن,2
من القرآن,2
ظلمناهم ولكن كانوا,2
فأخذهم العذاب,2
أولئك الذين طبع الله على قلوبهم,2
يوم تأتي,2
الذين طبع الله على قلوبهم,2
أولئك الذين طبع الله على,2
الذين طبع الله على,2
طبع الله على قلوبهم,2
قرية كانت,2
موسى بآياتنا وسلطان,2
فكذبوه فأخذهم,2
الإنسان أعرض,2
العذاب وهم,2
وهم ظالمون,2
أعرض ونأى,2
ونأى بجانبه,2
توكلت وإليه أنيب,2
وإليه أنيب,2
ضل عن سبيله وهو أعلم بالمهتدين,2
أو جاء معه,2
الإنسان من صلصال,2
إلا بإذن الله وعلى الله فليتوكل المؤمنون,2
جاء معه,2
الصالحات أولئك لهم مغفرة,2
وعملوا الصالحات أولئك لهم مغفرة,2
كنز أو,2
ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين,2
فهل أنتم مسلمون,2
أنما أنزل,2
وأن لا,2
الناس أشياءهم ولا تعثوا في الأرض مفسدين,2
تبخسوا الناس أشياءهم ولا تعثوا في الأرض مفسدين,2
ولا تبخسوا الناس أشياءهم ولا تعثوا في الأرض,2
الله يمن,2
به الريح في,2
الصالحات أولئك لهم,2
أولئك لهم مغفرة,2
قالوا يا شعيب,2
إلا الذين صبروا,2
حسنا وما,2
ولا يكاد,2
قبلك من رسلنا,2
من رسلنا,2
وما كان لنا,2
الريح في,2
وعملوا الصالحات أولئك لهم,2
به الريح,2
وإذا لا,2
ثم لا تجد لك,2
مثل الجنة التي,2
والأرض مددناها وألقينا فيها رواسي وأنبتنا,2
رسلنا لوطا سيء بهم وضاق بهم,2
جاءت رسلنا لوطا سيء بهم وضاق,2
سيء بهم وضاق بهم ذرعا,2
لوطا سيء بهم وضاق بهم ذرعا,2
جاءت رسلنا لوطا سيء بهم وضاق بهم,2
بعباده خبيرا,2
رسلنا لوطا سيء بهم وضاق بهم ذرعا,2
لوطا سيء بهم وضاق بهم,2
رسلنا لوطا سيء بهم وضاق,2
مددناها وألقينا فيها رواسي,2
والأرض مددناها وألقينا فيها,2
سيء بهم وضاق بهم,2
بهم وضاق بهم ذرعا,2
جاءت رسلنا لوطا سيء بهم,2
ومن كان في,2
جاءت رسلنا لوطا سيء بهم وضاق بهم ذرعا,2
إن هذا القرآن,2
جهنم للكافرين,2
ومن قبله كتاب موسى إماما ورحمة,2
قبله كتاب موسى إماما ورحمة,2
ومن قبله كتاب موسى إماما,2
وألقينا فيها رواسي وأنبتنا,2
فإذا جاء وعد الآخرة,2
الله ولا تخزون,2
ولا تخزون,2
هو الضلال البعيد,2
إنما أمرت أن,2
ولما جاءت,2
ولما جاءت رسلنا,2
هؤلاء بناتي,2
وأضل سبيلا,2
المؤمنين الذين,2
وأنبتنا فيها من,2
لوطا سيء,2
والأرض مددناها وألقينا,2
يعملون الصالحات,2
مددناها وألقينا فيها,2
سيء بهم,2
لرسول أن,2
بهم وضاق,2
ويبشر المؤمنين الذين,2
وأنبتنا فيها,2
المؤمنين الذين يعملون,2
الذين يعملون الصالحات,2
مددناها وألقينا,2
وألقينا فيها,2
رواسي وأنبتنا,2
يأتي بآية,2
وضاق بهم,2
كان لرسول,2
جاءت رسلنا لوطا سيء,2
وضاق بهم ذرعا,2
رسلنا لوطا سيء بهم,2
رواسي وأنبتنا فيها,2
لوطا سيء بهم وضاق,2
